callDateTime,priority,district,description,callNumber,incidentLocation,location
07/14/2015 09:11:00 AM,Non-Emergency,SW,INVESTIGATE AUTO,P151950706,900 S CATON AV,"(39.2724121,-76.6723831)"
07/14/2015 09:12:00 AM,Medium,CD,911/NO  VOICE,P151950707,200 N PACA ST,"(39.2918833,-76.6226802)"
07/14/2015 09:13:00 AM,Medium,SE,911/NO  VOICE,P151950708,800 S HIGHLAND AV,"(39.2833542,-76.5689993)"
07/14/2015 09:07:00 AM,Medium,SD,DISORDERLY,P151950709,S HOWARD ST/W CONWAY ST,"(39.284081,-76.619239)"
07/14/2015 09:12:00 AM,Medium,SD,COMMON ASSAULT,P151950711,S MARTIN LUTHER KING JR BL/WASHINGTON BL,"(39.283351,-76.626371)"
07/14/2015 09:13:00 AM,Medium,SD,BURGLARY,P151950713,200 S STRICKER ST,"(39.2853171,-76.6409951)"
07/14/2015 09:14:00 AM,Medium,SW,DISORDERLY,P151950714,3300 BRIGHTON ST,"(39.3051409,-76.6722134)"
07/14/2015 09:14:00 AM,Medium,CD,911/NO  VOICE,P151950715,1400 DIVISION ST,"(39.3019897,-76.6306221)"
07/14/2015 09:14:00 AM,Medium,NE,FAMILY DISTURB,P151950716,4200 SHELDON AV,"(39.3287060,-76.5644730)"
07/14/2015 09:14:00 AM,Medium,ED,DISORDERLY,P151950717,1800 E EAGER ST,"(39.3019592,-76.5923884)"
07/14/2015 09:14:00 AM,Medium,WD,NARCOTICSOutside,P151950718,MOSHER ST/N ARLINGTON AV,"(39.300220,-76.635919)"
07/14/2015 09:15:00 AM,Low,CD,AUTO ACCIDENT,P151950719,N MARTIN LUTHER KING JR BL/W MULBERRY ST,"(39.293570,-76.627706)"
07/14/2015 09:17:00 AM,Medium,CD,Warrant Service,P151950720,1000 TIFFANY CT,"(39.3007448,-76.6246361)"
07/14/2015 09:16:00 AM,Low,CD,LARCENCY,P151950721,300 N HOWARD ST,"(39.2930190,-76.6200240)"
07/14/2015 09:11:00 AM,Medium,CD,MENTAL CASE,P151950722,0 E PRATT ST,"(39.2865112,-76.6148804)"
07/14/2015 09:11:00 AM,Medium,WD,NARCOTICS INSIDE,P151950723,2200 WALBROOK AV,"(39.3109430,-76.6529200)"
07/14/2015 09:15:00 AM,Medium,CD,DISORDERLY,P151950724,0 E PRATT ST,"(39.2865112,-76.6148804)"
07/14/2015 09:35:00 AM,Low,TRU,LARCENY F/AUTO,P151950780,5300 TRAMORE RD,"(39.3536020,-76.5682590)"
07/14/2015 09:26:00 AM,Low,SW,Transport,P151950758,SOUTHWEST DISTRICT,"(39.278780,-76.663529)"
07/14/2015 09:24:00 AM,Medium,NE,SUSPICIOUS PERS,P151950759,HARFORD RD/CHESLEY AV,"(39.365801,-76.549774)"
07/14/2015 09:28:00 AM,Non-Emergency,SD,PRKG COMPLAINT,P151950760,1800 E FORT AV,"(39.2677223,-76.5895739)"
07/14/2015 09:24:00 AM,Medium,WD,NARCOTICS INSIDE,P151950762,2200 WALBROOK AV,"(39.3109430,-76.6529200)"
07/14/2015 09:30:00 AM,Medium,SE,911/NO  VOICE,P151950763,200 S PATTERSON PARK AV,"(39.2894234,-76.5846985)"
07/14/2015 09:30:00 AM,Medium,ED,COMMON ASSAULT,P151950764,2700 E BIDDLE ST,"(39.3050496,-76.5797067)"
07/14/2015 09:32:00 AM,Medium,SE,DISORDERLY,P151950765,300 HERRING CT,"(39.2875425,-76.5951113)"
07/14/2015 09:30:00 AM,Medium,ND,AUTO THEFT,P151950766,2900 ST PAUL ST,"(39.3234105,-76.6159701)"
07/14/2015 09:33:00 AM,Medium,CD,COMMON ASSAULT,P151950767,E LOMBARD ST/S CALVERT ST,"(39.287786,-76.612151)"
07/14/2015 09:29:00 AM,Low,CD,STALKING,P151950768,2300 EUTAW PL,"(39.3116660,-76.6356540)"
07/14/2015 09:33:00 AM,Medium,ED,THREAT,P151950769,2700 E BIDDLE ST,"(39.3050496,-76.5797067)"
07/14/2015 09:35:00 AM,Medium,NE,Warrant Service,P151950770,4100 RAYMONN AV,"(39.3172740,-76.5577310)"
07/14/2015 09:35:00 AM,Non-Emergency,WD,Foot  Patrol,P151950771,2200 N FULTON AV,"(39.3134595,-76.6463012)"
07/14/2015 09:33:00 AM,Non-Emergency,ND,Private Tow,P151950772,700 W 40TH ST,"(39.3381778,-76.6298486)"
07/14/2015 09:34:00 AM,Low,ND,OTHER,P151950773,2500 W BELVEDERE AV,"(39.3535492,-76.6668878)"
07/14/2015 09:35:00 AM,Medium,WD,UNFOUNDED,P151950774,1100 WHATCOAT ST,"(39.3014775,-76.6411729)"
07/14/2015 09:37:00 AM,Non-Emergency,ED,TOWED VEHICLE,P151950775,EASTERN DISTRICT,"(39.309774,-76.573144)"
07/14/2015 09:35:00 AM,Low,SD,AUTO ACCIDENT,P151950776,1700 BLK BYRD ST,"(39.2705536,-76.6108729)"
07/14/2015 09:38:00 AM,High,SW,Traffic Stop,P151950777,2600 W FRANKLIN ST,"(39.2933409,-76.6593339)"
07/14/2015 09:31:00 AM,Medium,ED,DISORDERLY,P151950778,2300 E BIDDLE ST,"(39.3048393,-76.5850411)"
07/14/2015 09:37:00 AM,Medium,SE,911/NO  VOICE,P151950779,500-803 S BROADWAY,"(39.2820434,-76.5934197)"
07/14/2015 10:24:00 AM,Medium,CD,911/NO  VOICE,P151950912,300 W PRESTON ST,"(39.3024507,-76.6229276)"
07/14/2015 10:26:00 AM,Medium,SW,MISSING PERSON,P151950913,1000 WILMINGTON AV,"(39.2736570,-76.6654680)"
07/14/2015 10:27:00 AM,Medium,SE,911/NO  VOICE,P151950914,600 DUNDALK AV,"(39.2850416,-76.5403875)"
07/14/2015 10:26:00 AM,Medium,ND,NARCOTICSOutside,P151950915,3000 WYLIE AV,"(39.3421154,-76.6652286)"
07/14/2015 10:29:00 AM,Low,NW,LARCENY F/AUTO,P151950916,4100 WENTWORTH RD,"(39.3244603,-76.6895994)"
07/14/2015 10:28:00 AM,Non-Emergency,SW,ILL/DUMP IN PROG,P151950917,1700 GERTRUDE ST,"(39.3080910,-76.6645960)"
07/14/2015 10:28:00 AM,Non-Emergency,NW,PRKG COMPLAINT,P151950918,W NORTHERN PY/WABASH AV,"(39.345652,-76.696857)"
07/14/2015 10:32:00 AM,High,ND,Field Interview,P151950920,YORK RD/SHERIDAN AV,"(39.354669,-76.609872)"
07/14/2015 10:26:00 AM,Low,SE,CHECK WELLBEING,P151950921,100 N BROADWAY,"(39.2929610,-76.5945890)"
07/14/2015 10:32:00 AM,Non-Emergency,WD,Foot  Patrol,P151950922,500 N PAYSON ST,"(39.2938488,-76.6491710)"
07/14/2015 10:33:00 AM,Medium,WD,NARCOTICSOutside,P151950924,1100 WHEELER AV,"(39.3006618,-76.6551396)"
07/14/2015 10:32:00 AM,Non-Emergency,NE,99,P151950925,5000 MORELLO RD,"(39.3498189,-76.5704570)"
07/14/2015 10:34:00 AM,Low,SW,ESCORT,P151950929,4400 SIDEHILL RD,"(39.2970980,-76.6932150)"
07/14/2015 10:33:00 AM,Medium,SW,PROSTITUTION,P151950930,2800 BLK WASHINGTON BL,"(39.2634830,-76.6565320)"
07/14/2015 10:35:00 AM,Low,NE,AUTO ACCIDENT,P151950931,KENNEDY AV/GORSUCH AV,"(39.321812,-76.595599)"
07/14/2015 10:35:00 AM,Non-Emergency,NW,SEARCH&SEIZURE,P151950932,3000 WYLIE AV,"(39.3421154,-76.6652286)"
07/14/2015 09:37:00 AM,Medium,NW,911/NO  VOICE,P151950781,4500 PIMLICO RD,"(39.3417370,-76.6665660)"
07/14/2015 09:38:00 AM,Low,SW,AUTO ACCIDENT,P151950783,W FRANKLIN ST/N HILTON ST,"(39.292830,-76.672664)"
07/14/2015 09:30:00 AM,Medium,WD,AUTO THEFT,P151950784,1800 APPLETON ST,"(39.3088590,-76.6492290)"
07/14/2015 09:39:00 AM,Low,ND,INVESTIGATE,P151950785,2900 INDEPENDENCE ST,"(39.3232548,-76.6040712)"
07/14/2015 09:38:00 AM,Low,CD,OTHER,P151950786,200 E SARATOGA ST,"(39.2924001,-76.6125009)"
07/14/2015 09:41:00 AM,Low,SW,WANTED ON WARR,P151950788,3100 WESTMONT CT,"(39.3014713,-76.6698256)"
07/14/2015 09:38:00 AM,Medium,SE,CHK WELLBEING,P151950789,S CONKLING ST/CLAREMONT ST,"(39.289461,-76.567340)"
07/14/2015 09:41:00 AM,High,WD,Field Interview,P151950790,1100 WHATCOAT ST,"(39.3014775,-76.6411729)"
07/14/2015 09:41:00 AM,Medium,NW,DISORDERLY,P151950791,3700 MANCHESTER AV,"(39.3432160,-76.6764320)"
07/14/2015 09:39:00 AM,High,WD,AGGRAV ASSAULT,P151950792,1800 W NORTH AV,"(39.3101074,-76.6465929)"
07/14/2015 09:44:00 AM,Medium,CD,911/NO  VOICE,P151950793,500 E PRATT ST,"(39.2871290,-76.6082160)"
07/14/2015 09:45:00 AM,Low,WD,HIT AND RUN,P151950794,1700 APPLETON ST,"(39.3079300,-76.6491790)"
07/14/2015 09:43:00 AM,Medium,ED,BURGLARY,P151950795,2200 AISQUITH ST,"(39.3146380,-76.6014720)"
07/14/2015 09:39:00 AM,Medium,WD,DISORDERLY,P151950796,2700 HARLEM AV,"(39.2957589,-76.6615960)"
07/14/2015 09:45:00 AM,Non-Emergency,CD,STREET OBSTRUCT,P151950797,W MULBERRY ST/TYSON ST,"(39.293987,-76.618960)"
07/14/2015 09:45:00 AM,Medium,SW,NARCOTICSOutside,P151950799,3000 BLK CLIFTON AV,"(39.3115160,-76.6679149)"
07/14/2015 09:46:00 AM,Medium,CD,DISORDERLY,P151950800,N MARTIN LUTHER KING JR BL/N HOWARD ST,"(39.301750,-76.620306)"
07/14/2015 09:48:00 AM,Medium,SE,Warrant Service,P151950801,6600 ST HELENA AV,"(39.2599883,-76.5299164)"
07/14/2015 09:43:00 AM,Medium,SW,UNFOUNDED,P151950802,700 S SMALLWOOD ST,"(39.2789428,-76.6495253)"
07/14/2015 09:48:00 AM,Medium,ED,MISSING PERSON,P151950803,700 N PATTERSON PARK AV,"(39.2987367,-76.5851417)"
07/14/2015 09:50:00 AM,Medium,NE,MISSING PERSON,P151950804,2900 MARKLEY AV,"(39.3423580,-76.5730460)"
07/14/2015 09:52:00 AM,Low,SW,LARCENCY,P151950806,3000 ARUNAH AV,"(39.2953086,-76.6668813)"
07/14/2015 09:53:00 AM,High,SS,RA POLICE,P151950807,700 S SMALLWOOD ST,"(39.2789428,-76.6495253)"
07/14/2015 09:52:00 AM,Medium,ND,BURGLARY,P151950808,2800 MILES AV,"(39.3205716,-76.6236944)"
07/14/2015 09:54:00 AM,Medium,NE,911/NO  VOICE,P151950809,5600 LOCH RAVEN BL,"(39.3578590,-76.5902710)"
07/14/2015 09:55:00 AM,High,ND,Field Interview,P151950810,500 GLENWOOD AV,"(39.3542400,-76.6092690)"
07/14/2015 09:53:00 AM,Medium,NW,DISORDERLY,P151950811,5500 REISTERSTOWN RD,"(39.3475990,-76.6906580)"
07/14/2015 09:53:00 AM,Medium,NE,911/NO  VOICE,P151950812,2500 1/2 HARFORD RD,"(39.317209,-76.594969)"
07/14/2015 09:53:00 AM,Medium,SD,COMMON ASSAULT,P151950813,WASHINGTON BL/S CAREY ST,"(39.280656,-76.635381)"
07/14/2015 02:39:00 PM,Low,CD,AUTO ACCIDENT,P151951717,400 W LEXINGTON ST,"(39.2915100,-76.6218832)"
07/14/2015 02:38:00 PM,Medium,WD,NARCOTICSOutside,P151951718,2700 PENNSYLVANIA AV,"(39.3124449,-76.6456600)"
07/14/2015 02:43:00 PM,Medium,WD,NARCOTICS INSIDE,P151951719,2400 LOYOLA NORTHWAY,"(39.3387855,-76.6582939)"
07/14/2015 02:41:00 PM,High,WD,AGGRAV ASSAULT,P151951720,BAKER ST/N BENTALOU ST,"(39.306387,-76.653915)"
07/14/2015 02:41:00 PM,Medium,NE,911/NO  VOICE,P151951721,5900 MORAVIA RD,"(39.3177890,-76.5453628)"
07/14/2015 02:40:00 PM,Low,SE,AUTO ACCIDENT,P151951723,S PRESIDENT ST/E PRATT ST,"(39.287032,-76.603943)"
07/14/2015 02:44:00 PM,Low,SW,OTHER,P151951724,2500 WASHINGTON BL,"(39.2423218,-76.6756042)"
07/14/2015 02:44:00 PM,Medium,SE,AED NONBREATHING,P151951725,N PATTERSON PARK AV/E BALTIMORE ST,"(39.291889,-76.584707)"
07/14/2015 09:56:00 AM,Medium,SE,COMMON ASSAULT,P151950818,300 MASON CT,"(39.2887498,-76.5951904)"
07/14/2015 09:57:00 AM,High,ND,Field Interview,P151950819,PIMLICO RD/W GARRISON AV,"(39.349653,-76.669145)"
07/14/2015 09:50:00 AM,Low,SD,DISABLE VEH,P151950820,1500 RUSSELL ST,"(39.2744610,-76.6278710)"
07/14/2015 09:56:00 AM,Medium,NE,911/NO  VOICE,P151950821,5600 LOCH RAVEN BL,"(39.3578590,-76.5902710)"
07/14/2015 09:57:00 AM,High,SE,AUDIBLE ALARM,P151950822,200 N LINWOOD AV,"(39.2951450,-76.5766359)"
07/14/2015 09:56:00 AM,Medium,SD,DISORDERLY,P151950823,1600 S HANOVER ST,"(39.2714015,-76.6154765)"
07/14/2015 09:55:00 AM,Medium,SE,AUTO THEFT,P151950824,0 N LAKEWOOD AV,"(39.2921255,-76.5790297)"
07/14/2015 09:58:00 AM,Low,SW,HIT AND RUN,P151950825,2000 GRIFFIS AV,"(39.2668550,-76.6498490)"
07/14/2015 09:57:00 AM,Low,ND,INVESTIGATE,P151950826,3900 CANTERBURY RD,"(39.3377457,-76.6206182)"
07/14/2015 09:59:00 AM,High,CD,Traffic Stop,P151950827,LAURENS ST/ETTING ST,"(39.305522,-76.633962)"
07/14/2015 09:58:00 AM,Low,TRU,LARCENCY,P151950828,500 S STREEPER ST,"(39.2858871,-76.5766931)"
07/14/2015 10:00:00 AM,Non-Emergency,SD,Repairs/Service,P151950829,BIDDLE STREET,"(39.305393,-76.564819)"
07/14/2015 09:59:00 AM,High,NW,SILENT ALARM,P151950830,3300 DOLFIELD AV,"(39.3305239,-76.6693780)"
07/14/2015 09:57:00 AM,Medium,NE,911/NO  VOICE,P151950831,5100-17 BELAIR RD,"(39.3363780,-76.5546279)"
07/14/2015 10:01:00 AM,Low,NE,LARCENY F/AUTO,P151950832,2800 AILSA AV,"(39.3494958,-76.5696312)"
07/14/2015 10:01:00 AM,Non-Emergency,WD,Foot  Patrol,P151950833,W LANVALE ST/N FULTON AV,"(39.297609,-76.645788)"
07/14/2015 10:01:00 AM,Medium,NE,911/NO  VOICE,P151950834,200,"(39.2912379,-76.6124711)"
07/14/2015 10:02:00 AM,Medium,SE,Warrant Service,P151950835,6500 RIVERVIEW AV,"(39.2576744,-76.5313642)"
07/14/2015 09:59:00 AM,Low,SE,AUTO ACCIDENT,P151950836,BALTIMORE TRAVEL PLAZA,"(39.281157,-76.548825)"
07/14/2015 10:01:00 AM,Low,SE,LARCENCY,P151950838,3800 E LOMBARD ST,"(39.2922588,-76.5653648)"
07/14/2015 10:03:00 AM,Medium,ND,NARCOTICS INSIDE,P151950839,500 E 43RD ST,"(39.3412580,-76.6090650)"
07/14/2015 10:01:00 AM,Non-Emergency,SD,STREET OBSTRUCT,P151950840,1600 S HANOVER ST,"(39.2714015,-76.6154765)"
07/14/2015 10:04:00 AM,Low,CD,Transport,P151950842,CLARENCE MITCHELL COURTHOUSE,"(39.290469,-76.612195)"
07/14/2015 10:02:00 AM,Medium,ED,BURGLARY,P151950843,2700 ASHLAND AV,"(39.3012640,-76.5794700)"
07/14/2015 10:04:00 AM,Non-Emergency,NW,Foot  Patrol,P151950844,5100 PARK HEIGHTS AV,"(39.3482879,-76.6750600)"
07/14/2015 10:01:00 AM,Low,NW,LARCENCY,P151950845,3100 OAKFIELD AV,"(39.3219370,-76.6859829)"
07/14/2015 10:02:00 AM,Low,SD,CHECK WELL BEING,P151950846,500 E PATAPSCO AV,"(39.2370430,-76.6034990)"
07/14/2015 10:03:00 AM,Medium,ED,AUTO THEFT,P151950847,2500 E OLIVER ST,"(39.3081410,-76.5824470)"
07/14/2015 10:06:00 AM,Emergency,SD,Immediate Inc,P151950848,W LOMBARD ST/S POPPLETON ST,"(39.286849,-76.632019)"
07/14/2015 10:05:00 AM,Medium,WD,NARCOTICSOutside,P151950849,1500 W NORTH AV,"(39.3101787,-76.6411767)"
07/14/2015 10:06:00 AM,High,SS,RA POLICE,P151950850,700 S SMALLWOOD ST,"(39.2789428,-76.6495253)"
07/14/2015 10:05:00 AM,Non-Emergency,NW,INVESTIGATE AUTO,P151950851,DORCHESTER RD/CARSDALE AV,"(39.329504,-76.684761)"
07/14/2015 10:02:00 AM,Medium,SD,NARCOTICSOutside,P151950852,1100 CLEVELAND ST,"(39.2816524,-76.6309198)"
07/14/2015 10:04:00 AM,High,SW,ARMED PERSON,P151950853,3700 NORTONIA RD,"(39.3085560,-76.6803240)"
07/14/2015 10:05:00 AM,Medium,SE,PROSTITUTION,P151950854,CLAREMONT ST/S CONKLING ST,"(39.289461,-76.567340)"
07/14/2015 10:05:00 AM,Medium,SW,DISORDERLY,P151950855,S CATON AV/JOH AV,"(39.260494,-76.664885)"
07/14/2015 10:06:00 AM,Medium,ND,911/NO  VOICE,P151950856,3300 N CHARLES ST,"(39.3276359,-76.6185319)"
07/14/2015 10:08:00 AM,Medium,NE,911/NO  VOICE,P151950862,4300 HILLEN RD,"(39.3418475,-76.5873262)"
07/14/2015 10:11:00 AM,High,ND,Field Interview,P151950863,3000 OAKLEY AV,"(39.3480110,-76.6705470)"
07/14/2015 10:09:00 AM,Medium,SE,FAMILY DISTURB,P151950864,300 HERRING CT,"(39.2875425,-76.5951113)"
07/14/2015 10:11:00 AM,Non-Emergency,NE,Repairs/Service,P151950866,100,"(39.3810499,-76.6572571)"
07/14/2015 10:11:00 AM,High,SE,RA POLICE,P151950867,100 S EAST AV,"(39.2911107,-76.5720700)"
07/14/2015 10:10:00 AM,Medium,SE,COMMON ASSAULT,P151950868,300 HERRING CT,"(39.2875425,-76.5951113)"
07/14/2015 10:11:00 AM,Low,TRU,BIKE LARCENY,P151950869,3600 SPRINGDALE AV,"(39.3240950,-76.6775380)"
07/14/2015 10:07:00 AM,Non-Emergency,SS,SUPV COMPLAINT,P151950870,1600 ASHLAND AV,"(39.3004560,-76.5962986)"
07/14/2015 10:07:00 AM,Non-Emergency,NE,INVESTIGATE AUTO,P151950872,4800 WRIGHT AV,"(39.3073631,-76.5598478)"
07/14/2015 10:11:00 AM,Low,ND,AUTO ACCIDENT,P151950874,CYLBURN AV/LANIER AV,"(39.350795,-76.661997)"
07/14/2015 10:13:00 AM,Medium,SW,NARCOTICS INSIDE,P151950875,100 BLK S CALVERTON RD,"(39.2868852,-76.6522321)"
07/14/2015 10:12:00 AM,Low,CD,AUTO ACCIDENT,P151950876,DRUID HILL AV/MCMECHEN ST,"(39.304368,-76.631489)"
07/14/2015 10:13:00 AM,High,NE,AUTO ACC/INJURY,P151950877,ELMORA AV/RAYMONN AV,"(39.318008,-76.559097)"
07/14/2015 10:08:00 AM,Medium,ND,COMMON ASSAULT,P151950878,700 BEAVERBROOK RD,"(39.3586100,-76.6060990)"
07/14/2015 10:12:00 AM,Medium,ND,FAMILY DISTURB,P151950879,700 BEAVERBROOK RD,"(39.3586100,-76.6060990)"
07/14/2015 10:14:00 AM,Non-Emergency,NE,INVESTIGATE AUTO,P151950880,4800 WRIGHT AV,"(39.3073631,-76.5598478)"
07/14/2015 10:14:00 AM,Low,ED,AUTO ACCIDENT,P151950881,ORLEANS ST/ENSOR ST,"(39.294713,-76.606126)"
07/14/2015 10:15:00 AM,Low,ED,AUTO ACCIDENT,P151950882,N GAY ST/ORLEANS ST,"(39.294713,-76.606126)"
07/14/2015 10:16:00 AM,High,CD,Traffic Stop,P151950883,W NORTH AV/PARK AV,"(39.310572,-76.627976)"
07/14/2015 10:14:00 AM,Medium,NE,911/NO  VOICE,P151950884,5600 LOCH RAVEN BL,"(39.3578590,-76.5902710)"
07/14/2015 10:15:00 AM,Low,TRU,DESTRUCT PROPTY,P151950885,1000 N ELLAMONT ST,"(39.3005730,-76.6702670)"
07/14/2015 10:15:00 AM,Medium,NW,911/NO  VOICE,P151950886,4800 SETON DR,"(39.3438490,-76.7081460)"
07/14/2015 10:16:00 AM,Medium,ND,DISORDERLY,P151950887,600 E 38TH ST,"(39.3357110,-76.6071169)"
07/14/2015 10:15:00 AM,Medium,NE,911/NO  VOICE,P151950888,5600 LOCH RAVEN BL,"(39.3578590,-76.5902710)"
07/14/2015 10:17:00 AM,High,ED,RA POLICE,P151950889,N GAY ST/ORLEANS ST,"(39.294713,-76.606126)"
07/14/2015 10:18:00 AM,Low,ND,Transport,P151950890,2100 GUILFORD AV,"(39.3138760,-76.6130890)"
07/14/2015 10:17:00 AM,Non-Emergency,SD,INVESTIGATE AUTO,P151950891,2400 S PACA ST,"(39.2643976,-76.6435690)"
07/14/2015 10:16:00 AM,Medium,ND,COMMON ASSAULT,P151950892,5700 FALLS RD,"(39.3649029,-76.6474511)"
07/14/2015 10:17:00 AM,Medium,NE,911/NO  VOICE,P151950893,5600 LOCH RAVEN BL,"(39.3578590,-76.5902710)"
07/14/2015 10:20:00 AM,Non-Emergency,SW,FOLLOW UP,P151950894,2800 RIGGS AV,"(39.3005720,-76.6636420)"
07/14/2015 10:19:00 AM,Medium,SE,NARCOTICSOutside,P151950895,1800 PORTAL ST,"(39.2712362,-76.5358045)"
07/14/2015 10:18:00 AM,Low,SW,REQ POL OFFICE,P151950896,5400 CARRIAGE CT,"(39.2821132,-76.7074865)"
07/14/2015 10:19:00 AM,Medium,NE,911/NO  VOICE,P151950897,5600 LOCH RAVEN BL,"(39.3578590,-76.5902710)"
07/14/2015 10:15:00 AM,Medium,SW,POSS,P151950898,2300 WILKENS AV,"(39.2803403,-76.6519447)"
07/14/2015 10:21:00 AM,Medium,SE,DISORDERLY,P151950900,1700 EASTERN AV,"(39.2856051,-76.5933660)"
07/14/2015 10:23:00 AM,Medium,NW,911/NO  VOICE,P151950901,4200 PATTERSON AV,"(39.3544936,-76.7052193)"
07/14/2015 10:21:00 AM,Medium,ED,DISORDERLY,P151950902,400 E NORTH AV,"(39.3114082,-76.6108626)"
07/14/2015 10:22:00 AM,Low,ND,FALSE PRETENSE,P151950903,700 BELGIAN AV,"(39.3403211,-76.6064792)"
07/14/2015 10:24:00 AM,Non-Emergency,WD,FOLLOW UP,P151950904,2000 WHITTIER AV,"(39.3147860,-76.6511010)"
07/14/2015 10:24:00 AM,Non-Emergency,SW,Repairs/Service,P151950905,100,"(39.3810499,-76.6572571)"
07/14/2015 10:20:00 AM,Medium,SD,COMMON ASSAULT,P151950906,700 S CHARLES ST,"(39.2808670,-76.6148750)"
07/14/2015 10:25:00 AM,High,SD,Field Interview,P151950907,W CROSS ST/CARROLL ST,"(39.282073,-76.631462)"
07/14/2015 10:23:00 AM,Low,ND,LARCENCY,P151950908,2100 N HOWARD ST,"(39.3131778,-76.6194548)"
07/14/2015 10:23:00 AM,Medium,SE,SUSPICIOUS PERS,P151950910,3200 EASTERN AV,"(39.2866780,-76.5713550)"
07/14/2015 07:47:00 PM,Low,NE,LARCENCY,P151952868,2500 BELAIR RD,"(39.3190647,-76.5766395)"
07/14/2015 07:50:00 PM,High,SE,Field Interview,P151952869,N FRONT ST/E FAYETTE ST,"(39.290865,-76.605698)"
07/14/2015 07:51:00 PM,Non-Emergency,WD,Repairs/Service,P151952870,100,"(39.3810499,-76.6572571)"
07/14/2015 07:47:00 PM,Medium,ED,911/NO  VOICE,P151952871,600 N WOLFE ST,"(39.2972451,-76.5922121)"
07/14/2015 07:51:00 PM,Low,CD,RECOVERED VEH,P151952872,600 DOLPHIN ST,"(39.2994292,-76.6297707)"
07/14/2015 07:50:00 PM,Low,ND,SIGNAL OUT,P151952873,SMITH AV/GREELY RD,"(39.367913,-76.653682)"
07/14/2015 07:48:00 PM,Medium,WD,UNFOUNDED,P151952874,PRESSTMAN ST/N PAYSON ST,"(39.305167,-76.649625)"
07/14/2015 07:50:00 PM,Low,NW,HIT AND RUN,P151952876,HAYWARD AV/CUTHBERT AV,"(39.347671,-76.682332)"
07/14/2015 07:48:00 PM,Non-Emergency,SD,LOUD MUSIC,P151952877,600 WASHBURN AV,"(39.2343520,-76.6026970)"
07/14/2015 07:51:00 PM,Non-Emergency,SE,STREET DISTURB,P151952878,EASTERN AV/S HIGH ST,"(39.285236,-76.601176)"
07/14/2015 07:52:00 PM,High,ND,SILENT ALARM,P151952879,400 E 25TH ST,"(39.3180748,-76.6110777)"
07/14/2015 07:52:00 PM,Medium,SD,911/NO  VOICE,P151952880,1000 E MCCOMAS ST,"(39.2663422,-76.6011732)"
07/14/2015 07:51:00 PM,Medium,SE,911/NO  VOICE,P151952881,4800 E LOMBARD ST,"(39.2918928,-76.5555213)"
07/14/2015 07:51:00 PM,Medium,ED,NARCOTICS INSIDE,P151952882,2800 E FEDERAL ST,"(39.3093812,-76.5788560)"
07/14/2015 07:55:00 PM,Low,WD,RECOVERED VEH,P151952883,500 BAKER ST,"(39.3098357,-76.6384919)"
07/14/2015 07:51:00 PM,Medium,SD,911/NO  VOICE,P151952884,1600 CHERRY ST,"(39.2222362,-76.5881417)"
07/14/2015 07:53:00 PM,Low,ED,FOLLOW UP,P151952885,2100 BLK BARCLAY ST,"(39.3135570,-76.6113170)"
07/14/2015 07:54:00 PM,Low,WD,AUTO ACCIDENT,P151952887,2100 WHITTIER AV,"(39.3153930,-76.6500970)"
07/14/2015 07:56:00 PM,Medium,CW,NARCOTICS ONVIEW,P151952888,1300 SMITHSON ST,"(,)"
07/14/2015 07:57:00 PM,High,SE,Field Interview,P151952890,3600 E LOMBARD ST,"(39.2916600,-76.5673489)"
07/14/2015 07:55:00 PM,Medium,SD,FAMILY DISTURB,P151952891,1600 CHERRY ST,"(39.2222362,-76.5881417)"
07/14/2015 07:55:00 PM,Medium,SD,911/NO  VOICE,P151952892,1000 E MCCOMAS ST,"(39.2663422,-76.6011732)"
07/14/2015 07:58:00 PM,Low,SE,HIT AND RUN,P151952893,2700 E FAIRMOUNT AV,"(39.2933914,-76.5786334)"
07/14/2015 07:57:00 PM,Medium,ED,911/NO  VOICE,P151952894,600 N WOLFE ST,"(39.2972451,-76.5922121)"
07/14/2015 07:56:00 PM,Medium,NW,DISORDERLY,P151952895,LIBERTY HEIGHTS AV/GWYNN OAK AV,"(39.331405,-76.695715)"
07/14/2015 07:56:00 PM,Medium,SD,PROSTITUTION,P151952897,FAIRHAVEN AV/SYCAMORE ST,"(39.230562,-76.590492)"
07/14/2015 08:00:00 PM,Non-Emergency,NE,Repairs/Service,P151952898,FALLSWAY SUBSTATION,"(39.291898,-76.607014)"
07/14/2015 07:59:00 PM,Non-Emergency,ND,FOLLOW UP,P151952899,4600 LANIER AV,"(39.3443110,-76.6621002)"
07/14/2015 08:00:00 PM,Non-Emergency,SW,FOLLOW UP,P151952900,4900 STAFFORD ST,"(39.2805697,-76.6957275)"
07/14/2015 07:58:00 PM,Medium,WD,FAMILY DISTURB,P151952901,1800 MORELAND AV,"(39.3086119,-76.6561420)"
07/14/2015 10:33:00 AM,High,NW,SILENT ALARM,P151950933,5100 PARK HEIGHTS AV,"(39.3482879,-76.6750600)"
07/14/2015 10:36:00 AM,High,ND,Field Interview,P151950934,OAKLEY AV/CHALGROVE AV,"(39.348314,-76.669624)"
07/14/2015 10:37:00 AM,High,WD,Traffic Stop,P151950937,MOSHER ST/N FREMONT AV,"(39.300239,-76.635088)"
07/14/2015 10:35:00 AM,Medium,NE,911/NO  VOICE,P151950938,5100 E FEDERAL ST,"(39.3094878,-76.5586442)"
